time, current_loop, loop_latency, logic_execution_time, conveyor_belt_engine_status(8), conveyor_belt_engine_mode(9), bottle_level_value(10), bottle_level_max(11), bottle_distance_to_filler_value(12), 
2026-06-11 16:04:03.201921, 1781165043200, 1, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:03.410104, 1781165043400, 9, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:03.607573, 1781165043600, 5, 2, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:03.803542, 1781165043800, 0, 2, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:04.011296, 1781165044000, 7, 4, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:04.207130, 1781165044200, 2, 3, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:04.409860, 1781165044400, 9, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:04.604142, 1781165044600, 0, 2, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:04.805271, 1781165044800, 0, 2, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:05.003075, 1781165045000, 1, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:05.203039, 1781165045200, 1, 2, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:05.402483, 1781165045400, 1, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:05.603681, 1781165045600, 0, 2, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:05.805338, 1781165045800, 0, 3, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:06.002504, 1781165046000, 0, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:06.204718, 1781165046200, 0, 3, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:06.403638, 1781165046400, 0, 2, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:06.603425, 1781165046600, 2, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:06.804403, 1781165046800, 0, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:07.012674, 1781165047000, 9, 3, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:07.215166, 1781165047200, 5, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:07.404914, 1781165047400, 1, 2, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:07.609064, 1781165047600, 8, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:07.813693, 1781165047800, 13, 0, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:08.010121, 1781165048000, 9, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:08.208242, 1781165048200, 6, 1, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:08.405834, 1781165048400, 1, 4, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
2026-06-11 16:04:08.611330, 1781165048600, 8, 3, 0.0, 3.0, -0.0666666666666667, 1.8, 1.0, 
